techno;name;environment;selectors;min;max;patterns;type;classification
Java;memcache(Java);import;;;;net.spy.memcached;framework;storage/nosql/memcache
C#;memcache(C#);import;;;;Enyim;framework;
Perl;memcached(Perl);code;;;;\ buse\s*Cache::Memcached\b;framework;

Java;Redis(Java);import;;;;redis.clients;framework;storage/nosql/redis
Java;Redis(Java);import;;;;org.springframework.data.redis;framework;
C#;Redis(C#);import;;;;StackExchange.Redis;framework;
C#;Redis(C#);import;;;;ServiceStack.Redis;framework;
Python;Redis(Python);code;;;;(?:from|import)\s+redis\b;framework;

Java;Apache HBase;import;;;;org.apache.hbase;framework;storage/nosql/hbase


javascript;AWS.S3(Javascript);code;;;;AWS.S3:;framework;storage/nosql/AWS S3
javascript;Amplify.S3(Javascript);code;;;;AWSS3:;framework;
Java;AWS.S3(Java);import;;;;com.amazonaws.services.s3;framework;
Python;AWS.S3(Python);code;;;;\bboto3\.client\(['"]s3['"]\);framework;
C#;AWS.S3(C#);import;;;;Amazon.S3;framework;

C#;Firebase(C#);import;;;;Firebase.Database;framework;storage/nosql/Firebase

C#;BigTable(C#);import;;;;Google.Cloud.Bigtable;framework;storage/nosql/BigTable
Java;BigTable(Java);import;;;;com.google.cloud.bigtable;framework;

C#;Google Cloud Storage(C#);import;;;;Google.Cloud.Storage;framework;storage/nosql/Google Cloud Storage
Java;Google Cloud Storage(Java);import;;;;com.google.cloud.storage;framework;



;;;;;;;;storage/connection

YAML;jdbc:url;code;;;;\bjdbc:\b;pattern;
INI;jdbc:url;code;*.properties;;;\bjdbc:\b;pattern;
XML;jdbc:url;code;;;;\bjdbc:\b;pattern;

;;;;;;;;storage/sql/client


Java;Java.sql;import;;;;java.sql.Statement;pattern;
Java;Java.sql;import;;;;java.sql.PreparedStatement;pattern;
Java;Java.sql;import;;;;java.sql.CallableStatement;pattern;
Java;Java.sql;import;;;;java.sql.Connection;pattern;
Java;Java.sql;import;;;;oracle.jdbc.OraclePreparedStatement;pattern;
Java;Java.sql;import;;;;oracle.jdbc.OracleStatement;pattern;
Java;Java.sql;import;;;;oracle.jdbc.OracleConnection;pattern;
Java;Java.sql;import;;;;oracle.jdbc.OracleCallableStatement;pattern;


Java;hibernate;import;;1.x;3.x;org.hibernate;framework;
Java;hibernate;import;;;;org.hibernate2;framework;
Java;hibernate;import;;;;org.hibernate3;framework;
Java;hibernate;import;;1.x;4.x;org.hibernate4;framework;
Java;hibernate;maven;org.hibernate;1.x;2.x;;version;
Java;hibernate;filename;*.jar;2;2.x;\bhibernate2\b;version;
Java;hibernate;filename;*.jar;3;3.x;\bhibernate3\b;version;
Java;hibernate;filename;*.jar;;;\bhibernate-core\b;version;
XML;hibernate;code;;;;\bwww.hibernate.org\b;framework;
C#;NHibernate;import;;;;NHibernate;framework;

Java;jpa;import;;;;javax.persistence;framework;

Java;DbUnit;maven;org.dbunit;;;;version;

Java;Jooq;maven;org.jooq;;;;version;
Java;Jooq;import;;;;org.jooq;framework;

Java;querydsl;maven;com.querydsl;;;;version;
Java;querydsl;import;;;;com.querydsl;framework;

Java;iciql;maven;com.gitblit.iciql;;;;version;
Java;iciql;import;;;;com.iciql;framework;

Java;ibatis;import;;;;com.ibatis;framework;
Java;ibatis;maven;com.ibatis;;;;version;

Java;mybatis;import;;;;org.apache.ibatis;framework;
Java;mybatis;maven;org.mybatis;;;;version;

Java;MyBatis;import;;;;org.mybatis;framework;

Java;Apache Empire DB;import;;;;org.apache.empire-db;framework;

Java;Toplink;xpath;;;;/object-persistence;framework;

javascript;sequelize;json;sequelize;;;;version;
javascript;sequelize;import;;;;sequelize;framework;
javascript;pg;json;pg;;;;version;
javascript;pg;import;;;;pg;framework;
javascript;oracledb;json;oracledb;;;;version;
javascript;oracledb;import;;;;oracledb;framework;
javascript;mysql2;import;;;;mysql2;framework;


javascript;knex;json;knex;;;;version;
javascript;knex;import;;;;knex;framework;

C#;ibatis;import;;;;IBatisNet;framework;

C#;Entity;import;;;;System.Data.Entity;framework;
C#;Entity;import;;;;System.ComponentModel.DataAnnotations;framework;
C#;Entity;import;;;;Microsoft.EntityFrameworkCore;framework;

C#;System.Data.Sql;import;;;;System.Data.SqlClient;pattern;
C#;System.Data.Sql;import;;;;System.Data.Sql;pattern;
C#;System.Data.Odbc;import;;;;System.Data.Odbc;pattern;
C#;System.Data.OleDb;import;;;;System.Data.OleDb;pattern;
C#;System.Data.OracleClient;import;;;;System.Data.OracleClient;pattern;
C#;System.Data.SQLite;import;;;;System.Data.SQLite;pattern;
C#;System.Data.SqlServerCe;import;;;;System.Data.SqlServerCe;pattern;
C#;MySQL.Data.MySqlClient;import;;;;MySQL.Data.MySqlClient;pattern;
C#;Spring.Data;import;;;;Spring.Data;framework;
C#;Microsoft.ApplicationBlocks.Data;import;;;;Microsoft.ApplicationBlocks.Data;pattern;
C#;SQLite(C#);import;;;;SQLite;framework;

C#;WCF Data Services;import;;;;System.Data.Services;framework;

C#;ADO.NET;code;;;;\bDataTable\b;framework;
C#;ADO.NET;code;;;;\DataSet\b;framework;

C#;MS Entreprise Library Data Access;import;;;;Microsoft.Practices.EnterpriseLibrary.Data;framework;
C#;ADO.NET for ODP.NET;import;;;;Oracle.DataAccess;pattern;
C#;ADO.NET for ODP.NET;import;;;;Oracle.DataAccess.Client;pattern;
C#;ADO.NET for ODP.NET;import;;;;Oracle.ManagedDataAccess.Client;pattern;


C#;Microsoft OData;import;;1;3;Microsoft.Data.OData;pattern;
C#;Microsoft OData;import;;4;;Microsoft.OData.Core;pattern;

C#;Dapper micro-ORM;import;;;;Dapper;framework;
C#;DevExpress XPO;import;;;;DevExpress.Xpo;framework;
C#;RepoDb;import;;;;RepoDb;framework;
C#;NPoco;import;;;;NPoco;framework;


Python;SQLAlchemy;code;;;;(?:from|import)\s+sqlalchemy\b;framework;

C++;Pro*C;code;;;;\bEXEC\s+SQL\b;framework;
C++;DB-Library/C;code;;;;#include\s+<sybdb\.h>;framework;
C++;Oracle OCI library/C;code;;;;#include\s+<oci\.h>;framework;
C++;Oracle OCI library/C;code;;;;#include\s+<ociap\.h>;framework;
C++;Sybase Client-Library/C;code;;;;#include\s+<cspublic\.h>;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*PREPARE\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*DECLARE\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*EXECUTE\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*SELECT\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*INSERT\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*UPDATE\b;framework;
C++;Informix ESQL/C;code;;;;(?i)\$\s*DELETE\b;framework;

COBOL;Embedded SQL(Cobol);code;;;;\bEXEC\s+SQL\b;pattern;

JCL;JCL2SQL;code;;;;RUN\s+PROGRAM\(DSNTIAUL\);pattern;


;;;;;;;;communication

Java;gRPC;import;;;;io.grpc;framework;

;;;;;;;;communication/rest/out

javascript;polymer/iron-ajax(Javascript);code;;;;@polymer/iron-ajax;pattern;

javascript;ATT.ntwx;code;;;;\bnextScr\b;pattern;

javascript;Amplify.Rest(Javascript);code;;;;\bAPI\.(get|post|put|del);pattern;

javascript;AngularJS.Rest(Javascript);code;;;;\$http\.(get|post|put|delete);pattern;

javascript;Native.Rest(Javascript);code;;;;\bXMLHttpRequest\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bwindow\.open\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bdocument\..*\b\.submit\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\$\(.form.*\)\.action\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\$form\.prop\(.action\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bwindow\.location\.href\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bdocument\.location\.href\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bnew\s+EventSource\b;pattern;
javascript;Native.Rest(Javascript);code;;;;\bfetch\(;pattern;

javascript;Sencha.Rest(Javascript);code;;;;\bExt\..*getUpdater\(\)\.update\b;pattern;
javascript;Sencha.Rest(Javascript);code;;;;\bExt\.Ajax\.request\b;pattern;

javascript;axios;code;;;;\baxios\.(get|put|post|delete|request)\b;framework;
javascript;axios;import;;;;axios;framework;
javascript;Request;import;;;;request;framework;

javascript;SuperAgent;import;;;;superagent;framework;

javascript;falcor Rest;code;;;;\bnew_s+HttpDataSource\b;pattern;



Java;Amplify.Rest(Java);import;;;;com.amazonaws.mobileconnectors.apigateway;pattern;

Java;Feign;import;;;;feign;framework;
Java;Feign;import;;;;org.springframework.cloud.netflix.feign.FeignClient;framework;
Java;Feign;import;;;;org.springframework.cloud.openfeign.FeignClient;framework;


Java;OkHttp;import;;;;com.squareup.okhttp.OkHttpClient;framework;
Java;OkHttp;import;;;;okhttp3.OkHttpClient;framework;

Java;Retrofit;import;;;;retrofit2;framework;

Java;Ribbon(HTTP Call);import;;;;com.netflix.ribbon.http;pattern;
Java;Ribbon(HTTP Call);import;;;;com.netflix.ribbon.proxy.annotation;pattern;

Java;AWS.Lambda(Java);import;;;;com.amazonaws.services.lambda;framework;
C#;AWS SDK Lambda(C#);import;;;;Amazon.Lambda;pattern;

Java;Java2Rest;import;;;;java.net.URLConnection;pattern;
Java;Java2Rest;import;;;;java.net.HttpURLConnection;pattern;

Java;Java2Rest;import;;;;javax.ws.rs.client;pattern;
Java;Java2Rest;import;;;;com.sun.jersey.api.client.WebResource;pattern;
Java;Java2Rest;import;;;;org.jboss.resteasy.client;pattern;
Java;Java2Rest;import;;;;org.glassfish.jersey.client.JerseyClient;pattern;
Java;Java2Rest;import;;;;org.springframework.web.client.RestTemplate;pattern;
Java;Java2Rest;import;;;;org.springframework.web.reactive.function.client.WebClient;pattern;

Java;Java2Rest;import;;;;org.apache.cxf.jaxrs.client.WebClient;pattern;
Java;Java2Rest;import;;;;org.apache.http.client.HttpClient;pattern;
Java;Java2Rest;import;;;;org.apache.http.impl.client.CloseableHttpClient;pattern;
Java;Java2Rest;import;;;;org.apache.http.impl.nio.client.CloseableHttpAsyncClient;pattern;
Java;Java2Rest;import;;;;org.apache.commons.httpclient.HttpClient;pattern;
Java;Java2Rest;import;;;;org.apache.wink.client.Resource;pattern;

Java;Java2Rest;import;;;;io.vertx.core.http.HttpClientRequest;pattern;
Java;Java2Rest;import;;;;io.vertx.ext.web.client.HttpRequest;pattern;
Java;Java2Rest;import;;;;io.vertx.ext.web.client.WebClient;pattern;

Java;Java2Rest;import;;;;org.resthub.web.Client;pattern;


HTML;polymer/iron-ajax(Javascript);code;;;;@polymer/iron-ajax;pattern;

C#;HttpClient(C#);code;;;;\bHttpClient\b;pattern;
C#;WebClient(C#);code;;;;\bWebClient\b;pattern;
C#;WebRequest(C#);code;;;;\bWebRequest\b;pattern;
C#;HttpWebRequest(C#);code;;;;\bHttpWebRequest\b;pattern;
C#;FileWebRequest(C#);code;;;;\bFileWebRequest\b;pattern;

C#;System.Net.Http;import;;;;System.Net.Http;pattern;
C#;Microsoft.Net.Http;import;;;;Microsoft.Net.Http;pattern;
C#;Microsoft.Extensions.Http;import;;;;Microsoft.Extensions.Http;pattern;

C#;Flurl.Http;import;;;;Flurl.Http;framework;
C#;Square.OkHttp3;import;;;;Square.OkHttp3;framework;
C#;ServiceStack.HttpClient;import;;;;ServiceStack.HttpClient;framework;
C#;Microsoft.Rest;import;;;;Microsoft.Rest;framework;
C#;RestSharp;import;;;;RestSharp;framework;


Perl;HTTP::Request;code;;;;use\s+HTTP::Request;pattern;
Perl;HTTP::Request;code;;;;use\s+HTTP::GHTTP;pattern;



;;;;;;;;communication/rest/in

ABAP;SAP Gateway;code;;;;IWBEP/CL_MGW_PUSH_ABS_MODEL;pattern;

javascript;Express;json;express;;;;version;
javascript;Express;import;;;;express;framework;

Python;Chalice;code;;;;(?:from|import)\s+chalice\b;framework;

TypeScript;Fastify;import;;;;fastify;framework;

javascript;node.js HTTP server;code;;;;\bhttp.createServer\b;pattern;

javascript;koa-router;import;;;;koa-router;pattern;
javascript;koa-router;import;;;;@koa/router;pattern;
!
javascript;restify;json;restify;;;;version;
javascript;restify;import;;;;restify;framework;

Java;struts;filename;*.jar;1.1;1.2.x;\bstruts.jar$;version;
Java;struts;filename;*.jar;1.2;1.2.x;\bstruts-1.2\b;version;
Java;struts;filename;*.jar;1.3;1.3.x;\bstruts-core-1.3\b;version;
Java;struts;filename;*.jar;2;2.x;\bstruts2-core-2\b;version;
Java;struts;import;;;;org.apache.struts;framework;
Java;struts;import;;;;org.apache.struts;framework;
Java;struts;import;;2;2.x;org.apache.struts2;framework;
Java;struts;import;;2;2.x;com.opensymphony.xwork2;framework;

Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.RequestMapping;subpattern;
Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.GetMapping;subpattern;
Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.PostMapping;subpattern;
Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.PutMapping;subpattern;
Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.DeleteMapping;subpattern;
Java;spring MVC (elementary);import;;;;org.springframework.web.bind.annotation.PatchMapping;subpattern;

Java;spring MVC;combination;;;;'spring MVC (elementary)' and not Feign;framework;

Java;Vert.x Web Server;import;;;;io.vertx.ext.web.Router;pattern;

Java;Reactive Web Server;import;;;;org.springframework.web.reactive.function.server;framework;


Java;JAX-RS;import;;;;javax.ws.rs.Path;framework;
Java;JAX-RS;import;;;;javax.ws.rs.GET;framework;
Java;JAX-RS;import;;;;javax.ws.rs.PUT;framework;
Java;JAX-RS;import;;;;javax.ws.rs.POST;framework;
Java;JAX-RS;import;;;;javax.ws.rs.DELETE;framework;
Java;JAX-RS;maven;javax.ws.rs;;;;version;

Java;Servlet;import;;;;javax.servlet.http.HttpServlet;framework;
Java;Servlet;import;;;;javax.servlet.Servlet;framework;

Java;RESTeasy;import;;;;org.jboss.resteasy;framework;


Java;EAD4J.JADE;import;;;;com.ibm.ead4j;framework;

Python;django;code;;;;(?:from|import)\s+django\b;framework;
Python;flask;code;;;;(?:from|import)\s+flask\b;framework;
Python;web.py;code;;;;(?:from|import)\s+web\b;framework;
Python;Web2py;code;;;;(?:from|import)\s+gluon\b;framework;
Python;Werkzeug;code;;;;(?:from|import)\s+werkzeug\b;framework;
Python;Bottle;code;;;;(?:from|import)\s+bottle\b;framework;
Python;Pyramid;code;;;;(?:from|import)\s+pyramid\.config\b;framework;
Python;CherryPy;code;;;;(?:from|import)\s+cherrypy\b;framework;
Python;Tornado;code;;;;(?:from|import)\s+tornado\b;framework;

C#;DotNet Web;import;;;;System.Web.Mvc;framework;
C#;DotNet Web;import;;;;System.Web.Http;framework;
C#;DotNet Web;import;;;;Microsoft.AspNetCore.Mvc;framework;

C#;Nancy;code;;;;\bpublic\s*class\s*IndexModule\s*:\s*(?:Nancy::)?NancyModule\b;framework;
C#;Nancy;import;;;;Nancy;framework;

C#;ServiceStack(C#);import;;;;ServiceStack;framework;
C#;Ocelot.Middleware;import;;;;Ocelot.Middleware;framework;

JSON;AWS CloudFormation;code;;;;AWSTemplateFormatVersion;pattern;
JSON;AWS CloudFormation(API Gateway);code;;;;AWS::ApiGateway;pattern;

YAML;AWS CloudFormation;code;*.yaml,*.yml;;;AWSTemplateFormatVersion;pattern;
YAML;AWS CloudFormation(API Gateway);code;*.yaml,*.yml;;;AWS::ApiGateway;pattern;

javascript;Lambda Service Receive(javascript);code;;;;switch\s+\(event\.httpMethod;pattern;

JSON;serverless;filename;s-function.json;;0.5;;framework;
YAML;serverless;filename;serverless.yml;1;;;framework;
YAML;serverless(API Gateway);code;serverless.yml;;;\bhttp:\b;pattern;

C++;Tntnet;code;;;;(?:\busing namespace tnt\b|\btnt::);framework;
C++;Tntnet;code;;;;"#include [<""]tnt/tntnet\.h[>""]";framework;


YAML;AWS Lambda(YAML);aws;Type;;;AWS::Serverless::Function;pattern;
YAML;AWS Lambda(YAML);aws;Type;;;AWS::Lambda::Function;pattern;
YAML;AWS Lambda(YAML);aws;events;;;;pattern;


;;;;;;;;communication/lambda/in

javascript;Lambda Handler(javascript);code;;;;\bexports\.handler\s*=\s*function\s*\(\s*event\s*,\s*context\s*,\s*callback\s*\);pattern;
javascript;Lambda Handler(javascript);code;;;;\bexports\.handler\s*=\s*\(\s*event\s*,\s*context\s*,\s*callback\s*\);pattern;


;;;;;;;;front/ui

C++;Qt GUI;code;;;;#include <QtGui\b;framework;
C++;GTK;code;;;;#include <gtk/gtk.h>;framework;
C++;GTK;code;Makefile, makefile, *.mk, *.bat, *.sh, *.bash;3;3.x;\bgtk\+-3.0\b;framework;
C++;cegui;code;;;;#include <CEGUI/CEGUI\w+\.h>;framework;
C++;WxWidgets;code;;;;#include <wx/wx(prec)?\.h>;framework;
C++;KDE;code;;;;#include <(?:KApplication\b|kapp(?:lication)?\.h\b|kde/);framework;
C++;MFC;code;;;;"#include [<""]afx(?:win)?\.h[>""]";framework;
C++;SDL;code;;;;"#include [<""]SDL/SDL\.h[>""]";framework;
C++;gtkmm;code;;;;"#include  [<""]gtkmm(/\w+)?\.h[>""]";framework;
C++;OpenGL;code;;;;"#include [<""]GL/\w+\.h[>""]";framework;

C#;WPF;import;;;;System.Windows;framework;
C#;Xamarin;import;;;;Xamarin.Forms;framework;
C#;Telerik.Web;import;;;;Telerik.Web.Mvc;framework;
C#;Telerik.Web;import;;;;Telerik.Web.UI;framework;
C#;Infragistics.Web.Mvc;import;;;;Infragistics.Web.Mvc;framework;
C#;MvvmCross;import;;;;MvvmCross.Binding;framework;
C#;MvvmCross;import;;;;MvvmCross.Platform;framework;


;;;;;;;;front/mobile

Java;Android(Java);import;;;;android;framework;
Kotlin;Android(Kotlin);import;;;;android;framework;
C#;Xamarin.Android;import;;;;Android;framework;

;;;;;;;;documentation

Markdown;documentation.architecture;code;;;;(?i)(architecture|installation|build|install|composant|component|module|dployer|dploiement|deploy|recette|documentation|endpoint|specification);pattern;
Text;documentation.architecture;code;;;;(?i)(architecture|installation|build|install|composant|component|module|dployer|dploiement|deploy|recette|documentation|endpoint|specification);pattern;

;;;;;;;;front/web

javascript;dojo;json;dojo-core;;;;version;
javascript;dojo;import;;;;dojo;framework;

javascript;EmberJS;code;;;;\bEmber\.;framework;
javascript;EmberJS;import;;;;@ember/application;framework;
javascript;EmberJS;import;;;;@ember/routing/router;framework;


javascript;AngularJS;code;;;;\bangular\.;framework;
javascript;Jquery;code;;;;[^\w]\$\(;framework;
javascript;Jquery;filename;*.js;;;\bjquery\b;framework;
javascript;React;import;;;;react;framework;
javascript;Vue.js;import;;;;vue;framework;

TypeScript;Angular;import;;;;@angular;framework;
TypeScript;Angular;import;;;;@ngrx/store;framework;
TypeScript;React(Typescript);import;;;;react;framework;
TypeScript;React(Typescript);import;;;;react-native;framework;

Java;Apache Tapestry;import;;;;org.apache.tapestry;framework;
Java;Apache Tapestry;import;;;;org.apache.tapestry5;framework;


;;;;;;;;application server

XML;web.xml;filename;web.xml;;;;pattern;
XML;portlet.xml;filename;portlet.xml;;;;pattern;
XML;WebLogic Server;filename;weblogic.xml;;;;pattern;

XML;WebSphere;filename;ibm-application-bnd.xml;;;;pattern;
XML;JBoss;filename;jboss-web.xml;;;;pattern;
XML;GlassFish;filename;glassfish-web.xml;;;;pattern;

Java;liferay;import;;;;com.liferay;framework;

Java;GlassFish;import;;;;org.glassfish;pattern;

;;;;;;;;logging

Java;Apache Log4j;import;;;;org.apache.logging.log4j;pattern;
Java;Apache Log4j;maven;log4j;;;;version;
Java;Apache Log4j;filename;*.jar;;;\blog4j\b;version;

Java;commons-logging;filename;*.jar;;;\bcommons-logging\b;version;

C#;log4net;import;;;;log4net;pattern;
C#;NLog;import;;;;NLog;pattern;
C#;Serilog;import;;;;Serilog;pattern;
C#;Common.Logging;import;;;;Common.Logging;pattern;
C#;MS Enterprise Library Logging;import;;;;Microsoft.Practices.EnterpriseLibrary.Logging;pattern;
C#;MS Enterprise Library Logging;import;;;;EnterpriseLibrary.Logging;pattern;
C#;Microsoft.Extensions.Logging;import;;;;Microsoft.Extensions.Logging;pattern;
C#;Elmah;import;;;;Elmah;pattern;
C#;Castle.LoggingFacility;import;;;;Castle.LoggingFacility;pattern;
C#;Sentry.Extensions.Logging;import;;;;Sentry.Extensions.Logging;pattern;




